GEOID,UNWEIGHTED SAMPLE COUNT OF THE POPULATION: Total: Total population -- (Estimate),UNWEIGHTED SAMPLE COUNT OF THE POPULATION: Total: Total population -- (Margin of Error),UNWEIGHTED SAMPLE HOUSING UNITS: Total: Housing units -- (Estimate),UNWEIGHTED SAMPLE HOUSING UNITS: Total: Housing units -- (Margin of Error)
15000US060530147003,68.0,-1.0,23.0,-1.0
15000US060530147004,109.0,-1.0,32.0,-1.0
15000US060530148001,157.0,-1.0,49.0,-1.0
15000US060530148002,183.0,-1.0,44.0,-1.0
15000US060530148003,275.0,-1.0,73.0,-1.0
15000US060539800001,,,,
15000US060539900000,0.0,-1.0,0.0,-1.0
15000US060552002011,108.0,-1.0,45.0,-1.0
15000US060552002012,99.0,-1.0,44.0,-1.0
15000US060552002013,79.0,-1.0,36.0,-1.0
15000US060552002021,50.0,-1.0,33.0,-1.0
15000US060552002022,78.0,-1.0,24.0,-1.0
15000US060552002023,115.0,-1.0,54.0,-1.0
15000US060552002031,153.0,-1.0,55.0,-1.0
15000US060552002032,135.0,-1.0,63.0,-1.0
15000US060552003011,122.0,-1.0,57.0,-1.0
15000US060552003012,103.0,-1.0,38.0,-1.0
15000US060552003013,161.0,-1.0,59.0,-1.0
15000US060552003021,199.0,-1.0,72.0,-1.0
15000US060552003022,151.0,-1.0,63.0,-1.0
15000US060552004001,153.0,-1.0,62.0,-1.0
15000US060552004002,132.0,-1.0,55.0,-1.0
15000US060552004003,103.0,-1.0,38.0,-1.0
15000US060552005011,117.0,-1.0,38.0,-1.0
15000US060552005012,112.0,-1.0,35.0,-1.0
15000US060552005013,153.0,-1.0,64.0,-1.0
15000US060552005031,132.0,-1.0,67.0,-1.0
15000US060552005032,70.0,-1.0,28.0,-1.0
15000US060552005041,73.0,-1.0,32.0,-1.0
15000US060552005042,200.0,-1.0,63.0,-1.0
15000US060552005043,52.0,-1.0,18.0,-1.0
15000US060552005051,157.0,-1.0,81.0,-1.0
15000US060552005052,132.0,-1.0,60.0,-1.0
15000US060552006011,134.0,-1.0,46.0,-1.0
15000US060552006012,107.0,-1.0,36.0,-1.0
15000US060552006013,110.0,-1.0,42.0,-1.0
15000US060552006014,85.0,-1.0,29.0,-1.0
15000US060552006021,196.0,-1.0,97.0,-1.0
15000US060552006022,120.0,-1.0,33.0,-1.0
15000US060552006023,72.0,-1.0,43.0,-1.0
15000US060552007031,212.0,-1.0,82.0,-1.0
15000US060552007032,63.0,-1.0,32.0,-1.0
15000US060552007041,169.0,-1.0,82.0,-1.0
15000US060552007042,138.0,-1.0,44.0,-1.0
15000US060552007043,116.0,-1.0,33.0,-1.0
15000US060552007051,244.0,-1.0,109.0,-1.0
15000US060552007052,135.0,-1.0,47.0,-1.0
15000US060552007061,124.0,-1.0,41.0,-1.0
15000US060552007062,134.0,-1.0,42.0,-1.0
15000US060552007063,70.0,-1.0,32.0,-1.0
15000US060552007071,158.0,-1.0,79.0,-1.0
15000US060552007072,113.0,-1.0,41.0,-1.0
15000US060552008021,57.0,-1.0,16.0,-1.0
15000US060552008022,68.0,-1.0,33.0,-1.0
15000US060552008023,147.0,-1.0,70.0,-1.0
15000US060552008031,131.0,-1.0,57.0,-1.0
15000US060552008032,181.0,-1.0,84.0,-1.0
15000US060552008041,101.0,-1.0,39.0,-1.0
15000US060552008042,129.0,-1.0,38.0,-1.0
15000US060552008043,62.0,-1.0,22.0,-1.0
15000US060552008044,101.0,-1.0,29.0,-1.0
15000US060552009001,122.0,-1.0,5.0,-1.0
15000US060552010031,69.0,-1.0,27.0,-1.0
15000US060552010032,354.0,-1.0,96.0,-1.0
15000US060552010041,268.0,-1.0,96.0,-1.0
15000US060552010042,272.0,-1.0,81.0,-1.0
15000US060552010051,112.0,-1.0,38.0,-1.0
15000US060552010052,176.0,-1.0,59.0,-1.0
15000US060552010061,256.0,-1.0,81.0,-1.0
15000US060552010062,230.0,-1.0,65.0,-1.0
15000US060552010071,205.0,-1.0,56.0,-1.0
15000US060552010072,181.0,-1.0,53.0,-1.0
15000US060552011011,214.0,-1.0,80.0,-1.0
15000US060552011012,133.0,-1.0,53.0,-1.0
15000US060552011021,193.0,-1.0,95.0,-1.0
15000US060552011022,104.0,-1.0,50.0,-1.0
15000US060552012001,54.0,-1.0,28.0,-1.0
15000US060552012002,89.0,-1.0,49.0,-1.0
15000US060552012003,170.0,-1.0,83.0,-1.0
15000US060552012004,142.0,-1.0,51.0,-1.0
15000US060552013001,141.0,-1.0,93.0,-1.0
15000US060552013002,148.0,-1.0,98.0,-1.0
15000US060552013003,87.0,-1.0,0.0,-1.0
15000US060552014011,98.0,-1.0,40.0,-1.0
15000US060552014012,121.0,-1.0,59.0,-1.0
15000US060552014013,68.0,-1.0,63.0,-1.0
15000US060552014021,75.0,-1.0,30.0,-1.0
15000US060552014022,80.0,-1.0,34.0,-1.0
15000US060552014023,123.0,-1.0,50.0,-1.0
15000US060552014031,73.0,-1.0,37.0,-1.0
15000US060552014032,39.0,-1.0,21.0,-1.0
15000US060552015001,169.0,-1.0,97.0,-1.0
15000US060552015002,117.0,-1.0,58.0,-1.0
15000US060552016011,133.0,-1.0,67.0,-1.0
15000US060552016012,143.0,-1.0,73.0,-1.0
15000US060552016021,83.0,-1.0,46.0,-1.0
15000US060552016022,72.0,-1.0,22.0,-1.0
15000US060552016023,34.0,-1.0,24.0,-1.0
15000US060552016024,114.0,-1.0,54.0,-1.0
15000US060552017001,90.0,-1.0,43.0,-1.0
15000US060552017002,308.0,-1.0,58.0,-1.0
15000US060552017003,122.0,-1.0,49.0,-1.0
15000US060552017004,140.0,-1.0,70.0,-1.0
15000US060552017005,64.0,-1.0,26.0,-1.0
15000US060552017006,32.0,-1.0,25.0,-1.0
15000US060552018001,198.0,-1.0,112.0,-1.0
15000US060552018002,123.0,-1.0,64.0,-1.0
15000US060552019001,112.0,-1.0,64.0,-1.0
15000US060552019002,84.0,-1.0,51.0,-1.0
15000US060552020001,48.0,-1.0,32.0,-1.0
15000US060552020002,43.0,-1.0,20.0,-1.0
15000US060552020003,77.0,-1.0,32.0,-1.0
15000US060552020004,65.0,-1.0,38.0,-1.0
15000US060570001021,84.0,-1.0,37.0,-1.0
15000US060570001022,110.0,-1.0,48.0,-1.0
15000US060570001023,121.0,-1.0,53.0,-1.0
15000US060570001024,92.0,-1.0,40.0,-1.0
15000US060570001031,48.0,-1.0,21.0,-1.0
15000US060570001032,74.0,-1.0,33.0,-1.0
15000US060570001033,41.0,-1.0,16.0,-1.0
15000US060570001034,32.0,-1.0,15.0,-1.0
15000US060570001035,88.0,-1.0,42.0,-1.0
15000US060570001036,55.0,-1.0,22.0,-1.0
15000US060570001037,70.0,-1.0,39.0,-1.0
15000US060570001041,77.0,-1.0,34.0,-1.0
15000US060570001042,129.0,-1.0,75.0,-1.0
15000US060570001043,85.0,-1.0,43.0,-1.0
15000US060570001051,71.0,-1.0,35.0,-1.0
15000US060570001052,51.0,-1.0,23.0,-1.0
15000US060570001053,98.0,-1.0,46.0,-1.0
15000US060570002001,182.0,-1.0,74.0,-1.0
15000US060570002002,207.0,-1.0,88.0,-1.0
15000US060570003001,102.0,-1.0,51.0,-1.0
15000US060570003002,296.0,-1.0,127.0,-1.0
15000US060570004011,37.0,-1.0,16.0,-1.0
15000US060570004012,83.0,-1.0,46.0,-1.0
15000US060570004013,109.0,-1.0,50.0,-1.0
15000US060570004014,97.0,-1.0,51.0,-1.0
15000US060570004021,72.0,-1.0,28.0,-1.0
15000US060570004022,87.0,-1.0,38.0,-1.0
15000US060570004023,89.0,-1.0,37.0,-1.0
15000US060570004024,66.0,-1.0,26.0,-1.0
15000US060570005011,52.0,-1.0,29.0,-1.0
15000US060570005012,146.0,-1.0,43.0,-1.0
15000US060570005013,60.0,-1.0,28.0,-1.0
15000US060570005014,51.0,-1.0,32.0,-1.0
15000US060570005015,26.0,-1.0,13.0,-1.0
15000US060570005021,50.0,-1.0,25.0,-1.0
15000US060570005022,52.0,-1.0,27.0,-1.0
15000US060570005023,89.0,-1.0,45.0,-1.0
15000US060570005024,49.0,-1.0,25.0,-1.0
15000US060570006001,81.0,-1.0,37.0,-1.0
15000US060570006002,66.0,-1.0,27.0,-1.0
15000US060570006003,196.0,-1.0,100.0,-1.0
15000US060570006004,46.0,-1.0,26.0,-1.0
15000US060570006005,80.0,-1.0,37.0,-1.0
15000US060570007011,37.0,-1.0,16.0,-1.0
15000US060570007012,75.0,-1.0,48.0,-1.0
15000US060570007013,67.0,-1.0,26.0,-1.0
15000US060570007014,59.0,-1.0,26.0,-1.0
15000US060570007015,133.0,-1.0,61.0,-1.0
15000US060570007016,154.0,-1.0,78.0,-1.0
15000US060570007021,293.0,-1.0,134.0,-1.0
15000US060570007022,194.0,-1.0,93.0,-1.0
15000US060570008011,76.0,-1.0,35.0,-1.0
15000US060570008012,125.0,-1.0,49.0,-1.0
15000US060570008013,106.0,-1.0,52.0,-1.0
15000US060570008021,85.0,-1.0,27.0,-1.0
15000US060570008022,123.0,-1.0,55.0,-1.0
15000US060570008023,48.0,-1.0,21.0,-1.0
15000US060570008024,101.0,-1.0,55.0,-1.0
15000US060570009001,171.0,-1.0,86.0,-1.0
15000US060570009002,212.0,-1.0,90.0,-1.0
15000US060570009003,45.0,-1.0,58.0,-1.0
15000US060570012031,66.0,-1.0,85.0,-1.0
15000US060570012032,51.0,-1.0,65.0,-1.0
15000US060570012033,70.0,-1.0,63.0,-1.0
15000US060570012041,46.0,-1.0,70.0,-1.0
15000US060570012042,64.0,-1.0,60.0,-1.0
15000US060570012043,35.0,-1.0,67.0,-1.0
15000US060570012051,165.0,-1.0,73.0,-1.0
15000US060570012052,173.0,-1.0,70.0,-1.0
15000US060570012053,33.0,-1.0,23.0,-1.0
15000US060570012061,20.0,-1.0,11.0,-1.0
15000US060570012062,38.0,-1.0,17.0,-1.0
15000US060570012063,71.0,-1.0,38.0,-1.0
15000US060570012064,41.0,-1.0,22.0,-1.0
15000US060570012065,52.0,-1.0,26.0,-1.0
15000US060590011011,124.0,-1.0,42.0,-1.0
15000US060590011012,78.0,-1.0,25.0,-1.0
15000US060590011013,99.0,-1.0,35.0,-1.0
15000US060590011014,64.0,-1.0,25.0,-1.0
15000US060590011021,87.0,-1.0,33.0,-1.0
15000US060590011022,99.0,-1.0,35.0,-1.0
15000US060590011023,100.0,-1.0,38.0,-1.0
15000US060590011031,97.0,-1.0,31.0,-1.0
15000US060590011032,133.0,-1.0,43.0,-1.0
15000US060590011033,114.0,-1.0,30.0,-1.0
15000US060590012011,131.0,-1.0,39.0,-1.0
15000US060590012012,140.0,-1.0,36.0,-1.0
15000US060590012013,130.0,-1.0,40.0,-1.0
15000US060590012021,191.0,-1.0,50.0,-1.0
15000US060590012022,117.0,-1.0,40.0,-1.0
15000US060590012023,137.0,-1.0,36.0,-1.0
15000US060590013011,89.0,-1.0,32.0,-1.0
15000US060590013012,86.0,-1.0,24.0,-1.0
15000US060590013013,77.0,-1.0,26.0,-1.0
15000US060590013014,48.0,-1.0,20.0,-1.0
15000US060590013015,85.0,-1.0,47.0,-1.0
15000US060590013031,185.0,-1.0,65.0,-1.0
15000US060590013032,178.0,-1.0,61.0,-1.0
15000US060590013033,120.0,-1.0,36.0,-1.0
15000US060590013041,61.0,-1.0,18.0,-1.0
15000US060590013042,230.0,-1.0,85.0,-1.0
15000US060590014011,104.0,-1.0,44.0,-1.0
15000US060590014012,88.0,-1.0,30.0,-1.0
15000US060590014013,89.0,-1.0,34.0,-1.0
15000US060590014014,91.0,-1.0,39.0,-1.0
15000US060590014021,260.0,-1.0,77.0,-1.0
15000US060590014022,125.0,-1.0,45.0,-1.0
15000US060590014031,153.0,-1.0,48.0,-1.0
15000US060590014032,154.0,-1.0,55.0,-1.0
15000US060590014041,115.0,-1.0,36.0,-1.0
15000US060590014042,67.0,-1.0,19.0,-1.0
15000US060590014043,125.0,-1.0,36.0,-1.0
15000US060590015011,116.0,-1.0,56.0,-1.0
15000US060590015012,132.0,-1.0,50.0,-1.0
15000US060590015013,109.0,-1.0,40.0,-1.0
15000US060590015031,164.0,-1.0,63.0,-1.0
15000US060590015032,91.0,-1.0,30.0,-1.0
15000US060590015033,126.0,-1.0,39.0,-1.0
15000US060590015034,95.0,-1.0,34.0,-1.0
15000US060590015041,88.0,-1.0,28.0,-1.0
15000US060590015042,74.0,-1.0,36.0,-1.0
15000US060590015043,75.0,-1.0,38.0,-1.0
15000US060590015044,106.0,-1.0,43.0,-1.0
15000US060590015051,66.0,-1.0,22.0,-1.0
15000US060590015052,158.0,-1.0,51.0,-1.0
15000US060590015053,96.0,-1.0,37.0,-1.0
15000US060590015054,50.0,-1.0,20.0,-1.0
15000US060590015061,163.0,-1.0,74.0,-1.0
15000US060590015062,176.0,-1.0,73.0,-1.0
15000US060590015071,152.0,-1.0,76.0,-1.0
15000US060590015072,85.0,-1.0,29.0,-1.0
15000US060590015073,171.0,-1.0,65.0,-1.0
15000US060590016011,62.0,-1.0,16.0,-1.0
15000US060590016012,54.0,-1.0,19.0,-1.0
15000US060590016013,42.0,-1.0,16.0,-1.0
15000US060590016014,72.0,-1.0,15.0,-1.0
15000US060590016015,147.0,-1.0,61.0,-1.0
15000US060590016016,116.0,-1.0,31.0,-1.0
15000US060590016021,91.0,-1.0,31.0,-1.0
15000US060590016022,129.0,-1.0,39.0,-1.0
15000US060590016023,80.0,-1.0,34.0,-1.0
15000US060590016024,115.0,-1.0,54.0,-1.0
15000US060590016025,57.0,-1.0,23.0,-1.0
15000US060590017041,257.0,-1.0,75.0,-1.0
15000US060590017042,54.0,-1.0,26.0,-1.0
15000US060590017043,107.0,-1.0,39.0,-1.0
15000US060590017051,210.0,-1.0,77.0,-1.0
15000US060590017052,82.0,-1.0,31.0,-1.0
15000US060590017053,109.0,-1.0,39.0,-1.0
15000US060590017061,109.0,-1.0,35.0,-1.0
15000US060590017062,72.0,-1.0,32.0,-1.0
15000US060590017063,95.0,-1.0,38.0,-1.0
15000US060590017064,72.0,-1.0,31.0,-1.0
15000US060590017071,144.0,-1.0,48.0,-1.0
15000US060590017072,98.0,-1.0,33.0,-1.0
15000US060590017073,59.0,-1.0,26.0,-1.0
15000US060590017074,83.0,-1.0,28.0,-1.0
15000US060590017081,87.0,-1.0,36.0,-1.0
15000US060590017082,85.0,-1.0,36.0,-1.0
15000US060590017083,122.0,-1.0,49.0,-1.0
15000US060590018011,134.0,-1.0,45.0,-1.0
15000US060590018012,73.0,-1.0,24.0,-1.0
15000US060590018013,66.0,-1.0,21.0,-1.0
15000US060590018014,76.0,-1.0,23.0,-1.0
15000US060590018021,66.0,-1.0,21.0,-1.0
15000US060590018022,84.0,-1.0,19.0,-1.0
15000US060590018023,70.0,-1.0,27.0,-1.0
15000US060590018024,70.0,-1.0,16.0,-1.0
15000US060590018025,57.0,-1.0,20.0,-1.0
15000US060590019011,219.0,-1.0,68.0,-1.0
15000US060590019012,193.0,-1.0,58.0,-1.0
15000US060590019021,208.0,-1.0,55.0,-1.0
15000US060590019022,157.0,-1.0,55.0,-1.0
15000US060590019031,243.0,-1.0,63.0,-1.0
15000US060590019032,201.0,-1.0,57.0,-1.0
15000US060590110001,33.0,-1.0,19.0,-1.0
15000US060590110002,35.0,-1.0,17.0,-1.0
15000US060590110003,27.0,-1.0,16.0,-1.0
15000US060590110004,91.0,-1.0,32.0,-1.0
15000US060590110005,46.0,-1.0,15.0,-1.0
15000US060590110006,71.0,-1.0,26.0,-1.0
15000US060590111011,194.0,-1.0,65.0,-1.0
15000US060590111012,111.0,-1.0,34.0,-1.0
15000US060590111021,100.0,-1.0,32.0,-1.0
15000US060590111022,75.0,-1.0,26.0,-1.0
15000US060590111023,168.0,-1.0,44.0,-1.0
15000US060590112001,78.0,-1.0,47.0,-1.0
15000US060590112002,73.0,-1.0,31.0,-1.0
15000US060590112003,53.0,-1.0,26.0,-1.0
15000US060590112004,105.0,-1.0,38.0,-1.0
15000US060590113001,166.0,-1.0,47.0,-1.0
15000US060590113002,87.0,-1.0,33.0,-1.0
15000US060590113003,44.0,-1.0,22.0,-1.0
15000US060590114011,114.0,-1.0,33.0,-1.0
15000US060590114012,226.0,-1.0,89.0,-1.0
15000US060590114021,165.0,-1.0,59.0,-1.0
15000US060590114022,204.0,-1.0,83.0,-1.0
15000US060590114031,43.0,-1.0,21.0,-1.0
15000US060590114032,75.0,-1.0,24.0,-1.0
15000US060590114033,121.0,-1.0,50.0,-1.0
15000US060590114034,67.0,-1.0,21.0,-1.0
15000US060590114035,153.0,-1.0,41.0,-1.0
15000US060590115021,71.0,-1.0,34.0,-1.0
15000US060590115022,131.0,-1.0,60.0,-1.0
15000US060590115023,164.0,-1.0,44.0,-1.0
15000US060590115031,165.0,-1.0,54.0,-1.0
15000US060590115032,123.0,-1.0,39.0,-1.0
15000US060590115041,50.0,-1.0,22.0,-1.0
15000US060590115042,181.0,-1.0,11.0,-1.0
15000US060590115043,50.0,-1.0,24.0,-1.0
15000US060590115044,67.0,-1.0,30.0,-1.0
15000US060590115045,104.0,-1.0,21.0,-1.0
15000US060590116011,51.0,-1.0,16.0,-1.0
15000US060590116012,90.0,-1.0,27.0,-1.0
15000US060590116013,32.0,-1.0,17.0,-1.0
15000US060590116014,43.0,-1.0,17.0,-1.0
15000US060590116015,40.0,-1.0,15.0,-1.0
15000US060590116016,70.0,-1.0,19.0,-1.0
15000US060590116021,111.0,-1.0,26.0,-1.0
15000US060590116022,153.0,-1.0,61.0,-1.0
15000US060590116023,75.0,-1.0,27.0,-1.0
15000US060590117071,213.0,-1.0,80.0,-1.0
15000US060590117072,86.0,-1.0,24.0,-1.0
15000US060590117073,77.0,-1.0,41.0,-1.0
15000US060590117081,158.0,-1.0,63.0,-1.0
15000US060590117082,97.0,-1.0,59.0,-1.0
15000US060590117083,111.0,-1.0,40.0,-1.0
15000US060590117091,107.0,-1.0,41.0,-1.0
15000US060590117092,118.0,-1.0,40.0,-1.0
15000US060590117093,177.0,-1.0,61.0,-1.0
15000US060590117101,152.0,-1.0,47.0,-1.0
15000US060590117102,212.0,-1.0,76.0,-1.0
15000US060590117111,83.0,-1.0,30.0,-1.0
15000US060590117112,103.0,-1.0,42.0,-1.0
15000US060590117113,45.0,-1.0,25.0,-1.0
15000US060590117114,54.0,-1.0,26.0,-1.0
15000US060590117115,86.0,-1.0,19.0,-1.0
15000US060590117121,108.0,-1.0,30.0,-1.0
15000US060590117122,149.0,-1.0,47.0,-1.0
15000US060590117123,140.0,-1.0,52.0,-1.0
15000US060590117141,170.0,-1.0,73.0,-1.0
15000US060590117151,109.0,-1.0,35.0,-1.0
15000US060590117152,182.0,-1.0,75.0,-1.0
15000US060590117153,94.0,-1.0,33.0,-1.0
15000US060590117161,150.0,-1.0,49.0,-1.0
15000US060590117162,302.0,-1.0,99.0,-1.0
15000US060590117171,330.0,-1.0,121.0,-1.0
15000US060590117172,161.0,-1.0,49.0,-1.0
15000US060590117181,125.0,-1.0,42.0,-1.0
15000US060590117182,160.0,-1.0,62.0,-1.0
15000US060590117201,189.0,-1.0,42.0,-1.0
15000US060590117202,218.0,-1.0,48.0,-1.0
15000US060590117203,97.0,-1.0,26.0,-1.0
15000US060590117211,103.0,-1.0,31.0,-1.0
15000US060590117212,144.0,-1.0,38.0,-1.0
15000US060590117213,130.0,-1.0,63.0,-1.0
15000US060590117221,69.0,-1.0,31.0,-1.0
15000US060590117222,67.0,-1.0,43.0,-1.0
15000US060590117223,64.0,-1.0,23.0,-1.0
15000US060590218021,77.0,-1.0,39.0,-1.0
15000US060590218022,61.0,-1.0,22.0,-1.0
15000US060590218023,103.0,-1.0,33.0,-1.0
15000US060590218024,57.0,-1.0,23.0,-1.0
15000US060590218025,100.0,-1.0,32.0,-1.0
15000US060590218071,133.0,-1.0,49.0,-1.0
15000US060590218072,183.0,-1.0,61.0,-1.0
15000US060590218091,187.0,-1.0,62.0,-1.0
15000US060590218092,115.0,-1.0,48.0,-1.0
15000US060590218101,101.0,-1.0,33.0,-1.0
15000US060590218102,154.0,-1.0,56.0,-1.0
15000US060590218103,100.0,-1.0,33.0,-1.0
15000US060590218121,51.0,-1.0,18.0,-1.0
15000US060590218122,123.0,-1.0,39.0,-1.0
15000US060590218123,62.0,-1.0,20.0,-1.0
15000US060590218124,74.0,-1.0,34.0,-1.0
15000US060590218131,8.0,-1.0,4.0,-1.0
15000US060590218141,123.0,-1.0,45.0,-1.0
15000US060590218142,129.0,-1.0,52.0,-1.0
15000US060590218143,53.0,-1.0,19.0,-1.0
15000US060590218144,76.0,-1.0,27.0,-1.0
15000US060590218151,170.0,-1.0,58.0,-1.0
15000US060590218152,35.0,-1.0,14.0,-1.0
15000US060590218153,249.0,-1.0,87.0,-1.0
15000US060590218161,125.0,-1.0,43.0,-1.0
15000US060590218162,177.0,-1.0,63.0,-1.0
15000US060590218163,181.0,-1.0,71.0,-1.0
15000US060590218171,291.0,-1.0,108.0,-1.0
15000US060590218172,80.0,-1.0,23.0,-1.0
15000US060590218201,129.0,-1.0,40.0,-1.0
15000US060590218202,351.0,-1.0,111.0,-1.0
15000US060590218211,99.0,-1.0,40.0,-1.0
15000US060590218212,129.0,-1.0,45.0,-1.0
15000US060590218213,80.0,-1.0,29.0,-1.0
15000US060590218221,73.0,-1.0,25.0,-1.0
15000US060590218222,216.0,-1.0,69.0,-1.0
15000US060590218223,103.0,-1.0,34.0,-1.0
15000US060590218224,109.0,-1.0,37.0,-1.0
15000US060590218231,333.0,-1.0,105.0,-1.0
15000US060590218241,159.0,-1.0,55.0,-1.0
15000US060590218242,226.0,-1.0,78.0,-1.0
15000US060590218251,175.0,-1.0,67.0,-1.0
15000US060590218252,133.0,-1.0,43.0,-1.0
15000US060590218261,137.0,-1.0,53.0,-1.0
15000US060590218262,104.0,-1.0,37.0,-1.0
15000US060590218271,157.0,-1.0,65.0,-1.0
15000US060590218272,180.0,-1.0,59.0,-1.0
15000US060590218281,114.0,-1.0,34.0,-1.0
15000US060590218282,107.0,-1.0,34.0,-1.0
15000US060590218283,160.0,-1.0,50.0,-1.0
15000US060590218291,182.0,-1.0,70.0,-1.0
15000US060590218292,151.0,-1.0,49.0,-1.0
15000US060590218293,198.0,-1.0,62.0,-1.0
15000US060590218301,53.0,-1.0,21.0,-1.0
15000US060590218302,67.0,-1.0,25.0,-1.0
15000US060590218303,116.0,-1.0,36.0,-1.0
15000US060590218304,63.0,-1.0,30.0,-1.0
15000US060590219031,102.0,-1.0,38.0,-1.0
15000US060590219032,123.0,-1.0,38.0,-1.0
15000US060590219033,100.0,-1.0,32.0,-1.0
15000US060590219051,164.0,-1.0,56.0,-1.0
15000US060590219052,206.0,-1.0,70.0,-1.0
15000US060590219053,114.0,-1.0,38.0,-1.0
15000US060590219121,194.0,-1.0,63.0,-1.0
15000US060590219122,138.0,-1.0,53.0,-1.0
15000US060590219123,94.0,-1.0,38.0,-1.0
15000US060590219131,68.0,-1.0,22.0,-1.0
15000US060590219132,166.0,-1.0,44.0,-1.0
15000US060590219133,165.0,-1.0,50.0,-1.0
15000US060590219134,248.0,-1.0,57.0,-1.0
15000US060590219141,198.0,-1.0,71.0,-1.0
15000US060590219142,142.0,-1.0,45.0,-1.0
15000US060590219151,163.0,-1.0,63.0,-1.0
15000US060590219152,222.0,-1.0,80.0,-1.0
15000US060590219161,161.0,-1.0,70.0,-1.0
15000US060590219162,171.0,-1.0,63.0,-1.0
15000US060590219171,141.0,-1.0,48.0,-1.0
15000US060590219172,86.0,-1.0,32.0,-1.0
15000US060590219173,88.0,-1.0,32.0,-1.0
15000US060590219181,165.0,-1.0,52.0,-1.0
15000US060590219182,235.0,-1.0,101.0,-1.0
15000US060590219183,106.0,-1.0,29.0,-1.0
15000US060590219191,216.0,-1.0,78.0,-1.0
15000US060590219192,189.0,-1.0,65.0,-1.0
15000US060590219201,30.0,-1.0,14.0,-1.0
15000US060590219202,72.0,-1.0,27.0,-1.0
15000US060590219203,55.0,-1.0,25.0,-1.0
15000US060590219204,222.0,-1.0,77.0,-1.0
15000US060590219211,102.0,-1.0,34.0,-1.0
15000US060590219212,271.0,-1.0,95.0,-1.0
15000US060590219221,100.0,-1.0,49.0,-1.0
15000US060590219222,35.0,-1.0,21.0,-1.0
15000US060590219223,49.0,-1.0,17.0,-1.0
15000US060590219224,83.0,-1.0,44.0,-1.0
15000US060590219231,172.0,-1.0,57.0,-1.0
15000US060590219232,86.0,-1.0,28.0,-1.0
15000US060590219233,66.0,-1.0,31.0,-1.0
15000US060590219234,46.0,-1.0,18.0,-1.0
15000US060590219241,0.0,-1.0,0.0,-1.0
15000US060590219242,110.0,-1.0,38.0,-1.0
15000US060590219243,240.0,-1.0,81.0,-1.0
15000US060590320021,39.0,-1.0,14.0,-1.0
15000US060590320022,86.0,-1.0,33.0,-1.0
15000US060590320023,132.0,-1.0,42.0,-1.0
15000US060590320024,87.0,-1.0,23.0,-1.0
15000US060590320031,183.0,-1.0,57.0,-1.0
15000US060590320032,154.0,-1.0,48.0,-1.0
15000US060590320033,146.0,-1.0,50.0,-1.0
15000US060590320111,68.0,-1.0,38.0,-1.0
15000US060590320112,132.0,-1.0,53.0,-1.0
15000US060590320121,153.0,-1.0,48.0,-1.0
15000US060590320122,159.0,-1.0,51.0,-1.0
15000US060590320123,62.0,-1.0,27.0,-1.0
15000US060590320131,96.0,-1.0,50.0,-1.0
15000US060590320132,88.0,-1.0,21.0,-1.0
15000US060590320133,65.0,-1.0,32.0,-1.0
15000US060590320141,212.0,-1.0,69.0,-1.0
15000US060590320142,177.0,-1.0,93.0,-1.0
15000US060590320151,189.0,-1.0,56.0,-1.0
15000US060590320152,143.0,-1.0,46.0,-1.0
15000US060590320153,93.0,-1.0,39.0,-1.0
15000US060590320154,197.0,-1.0,38.0,-1.0
15000US060590320201,194.0,-1.0,68.0,-1.0
15000US060590320202,222.0,-1.0,77.0,-1.0
15000US060590320203,99.0,-1.0,35.0,-1.0
15000US060590320221,104.0,-1.0,35.0,-1.0
15000US060590320222,72.0,-1.0,30.0,-1.0
15000US060590320223,107.0,-1.0,40.0,-1.0
15000US060590320231,269.0,-1.0,87.0,-1.0
15000US060590320232,94.0,-1.0,36.0,-1.0
15000US060590320233,68.0,-1.0,26.0,-1.0
15000US060590320271,231.0,-1.0,87.0,-1.0
15000US060590320272,274.0,-1.0,80.0,-1.0
15000US060590320281,110.0,-1.0,38.0,-1.0
15000US060590320282,180.0,-1.0,90.0,-1.0
15000US060590320291,90.0,-1.0,31.0,-1.0
15000US060590320292,138.0,-1.0,48.0,-1.0
15000US060590320293,130.0,-1.0,48.0,-1.0
15000US060590320301,129.0,-1.0,42.0,-1.0
15000US060590320302,193.0,-1.0,75.0,-1.0
15000US060590320311,129.0,-1.0,47.0,-1.0
15000US060590320312,189.0,-1.0,67.0,-1.0
15000US060590320321,108.0,-1.0,41.0,-1.0
15000US060590320322,186.0,-1.0,61.0,-1.0
15000US060590320331,137.0,-1.0,52.0,-1.0
15000US060590320332,89.0,-1.0,35.0,-1.0
15000US060590320333,59.0,-1.0,32.0,-1.0
15000US060590320341,133.0,-1.0,51.0,-1.0
15000US060590320342,303.0,-1.0,99.0,-1.0
15000US060590320343,99.0,-1.0,32.0,-1.0
15000US060590320351,226.0,-1.0,86.0,-1.0
15000US060590320352,130.0,-1.0,63.0,-1.0
15000US060590320361,95.0,-1.0,35.0,-1.0
15000US060590320362,251.0,-1.0,81.0,-1.0
15000US060590320371,106.0,-1.0,77.0,-1.0
15000US060590320372,88.0,-1.0,26.0,-1.0
15000US060590320373,78.0,-1.0,50.0,-1.0
15000US060590320381,181.0,-1.0,61.0,-1.0
15000US060590320382,45.0,-1.0,15.0,-1.0
15000US060590320383,127.0,-1.0,46.0,-1.0
